item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating,total_sales,gross_margin,net_sales
Low Fat,DRG23,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.086764795,8.88,153.8682,4.2,153.8682,30.77364,123.09456
Regular,FDV01,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.142189843,19.2,153.8314,4.0,153.8314,30.766280000000002,123.06512000000001
Regular,FDF26,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.046898544,6.825,153.7998,4.0,153.7998,30.759960000000003,123.03984
Regular,FDG58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.087272074,10.695,153.7972,4.0,153.7972,30.75944,123.03776
Low Fat,DRG37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.019417732,16.2,153.7972,2.9,153.7972,30.75944,123.03776
Regular,FDP01,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.063313974,20.75,153.7682,4.3,153.7682,30.753640000000004,123.01456
Low Fat,FDQ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0,7.315,153.734,4.0,153.734,30.746800000000004,122.9872
Low Fat,FDL15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046824729,17.85,153.6682,3.7,153.6682,30.733640000000005,122.93456
Low Fat,NCJ05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.046348967,18.7,153.6682,4.0,153.6682,30.733640000000005,122.93456
Low Fat,NCJ05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.046088273,18.7,153.6682,4.0,153.6682,30.733640000000005,122.93456
Low Fat,FDV03,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.058209079,17.6,153.6314,4.1,153.6314,30.726280000000003,122.90512000000001
Low Fat,DRE49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021336565,20.75,153.6024,4.0,153.6024,30.72048,122.88192
LF,DRL60,Soft Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.045291822,8.52,153.5682,4.4,153.5682,30.713639999999998,122.85455999999999
Regular,FDQ28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.060427062,14.0,153.5656,4.3,153.5656,30.71312,122.85247999999999
Regular,FDV01,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.085082648,19.2,153.5314,4.0,153.5314,30.70628,122.82512
Low Fat,NCT41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05610384,15.7,153.5024,4.0,153.5024,30.70048,122.80192
Low Fat,DRE49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02128304,20.75,153.5024,4.0,153.5024,30.70048,122.80192
Low Fat,DRC24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02492239,17.85,153.4998,4.0,153.4998,30.69996,122.79983999999999
Regular,FDF26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.046729336,6.825,153.4998,4.0,153.4998,30.69996,122.79983999999999
Low Fat,FDW01,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.064048405,14.5,153.4682,3.5,153.4682,30.693640000000002,122.77456
Low Fat,NCV05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.030379382,10.1,153.4656,4.0,153.4656,30.69312,122.77248
Low Fat,NCM26,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.023190134,20.5,153.434,3.9,153.434,30.6868,122.74719999999999
Low Fat,DRF27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.028393624,8.93,153.434,5.0,153.434,30.6868,122.74719999999999
Low Fat,FDQ58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01532563,7.315,153.434,3.9,153.434,30.6868,122.74719999999999
Regular,FDV01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085296625,19.2,153.4314,4.0,153.4314,30.68628,122.74512
Regular,FDR15,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.033505804,9.3,153.4314,4.0,153.4314,30.68628,122.74512
Low Fat,DRL60,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02705936,8.52,153.3682,4.0,153.3682,30.673640000000002,122.69456
Low Fat,DRG23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.086916126,8.88,153.3682,5.0,153.3682,30.673640000000002,122.69456
Low Fat,NCV05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.050562853,10.1,153.3656,4.0,153.3656,30.67312,122.69248
Regular,FDV01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.0,19.2,153.3314,4.2,153.3314,30.66628,122.66512
Low Fat,NCP05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0,19.6,153.3024,3.9,153.3024,30.660480000000003,122.64192
Low Fat,FDN40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.086384841,5.88,153.2998,4.0,153.2998,30.65996,122.63984
Regular,FDR15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033437991,9.3,153.2314,4.0,153.2314,30.646280000000004,122.58512
Low Fat,NCT41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.055990291,15.7,153.2024,4.4,153.2024,30.640480000000004,122.56192000000001
Low Fat,DRC24,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.024961677,17.85,153.2018,1.7,153.2018,30.64036,122.56143999999999
LF,FDD46,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.141542481,6.035,153.2018,3.9,153.2018,30.64036,122.56143999999999
Low Fat,DRB24,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.020693619,8.785,153.1656,4.0,153.1656,30.633120000000005,122.53248
Low Fat,NCV05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03020851,10.1,153.1656,4.1,153.1656,30.633120000000005,122.53248
Low Fat,FDE46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01575657,18.6,153.1366,4.5,153.1366,30.627319999999997,122.50927999999999
Regular,FDR15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033431669,9.3,153.1314,4.1,153.1314,30.626280000000005,122.50512
Low Fat,DRG03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.061986574,14.5,153.0998,4.1,153.0998,30.61996,122.47984
Low Fat,DRB24,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.020618957,8.785,153.0656,2.5,153.0656,30.61312,122.45248
Low Fat,DRE49,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.021370201,20.75,153.0024,3.5,153.0024,30.60048,122.40191999999999
Low Fat,DRE49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0,20.75,153.0024,3.4,153.0024,30.60048,122.40191999999999
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.220111117,11.65,153.0024,5.0,153.0024,30.60048,122.40191999999999
Low Fat,FDN40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.086945823,5.88,152.9998,4.1,152.9998,30.59996,122.39984
Low Fat,FDE46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.015858893,18.6,152.9366,4.5,152.9366,30.587320000000002,122.34928
Low Fat,FDE46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015766712,18.6,152.9366,4.3,152.9366,30.587320000000002,122.34928
Low Fat,FDF14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.027224917,7.55,152.934,4.4,152.934,30.5868,122.3472
Regular,FDM24,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.079776075,6.135,152.8366,4.3,152.8366,30.567320000000002,122.26928000000001
Regular,FDT39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.009923732,6.26,152.8366,4.0,152.8366,30.567320000000002,122.26928000000001
LF,NCP06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039238384,20.7,152.8366,4.4,152.8366,30.567320000000002,122.26928000000001
Regular,FDM24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.079327367,6.135,152.8366,3.1,152.8366,30.567320000000002,122.26928000000001
Low Fat,FDU07,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.059968347,11.1,152.8366,4.0,152.8366,30.567320000000002,122.26928000000001
Low Fat,NCF31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.051847425,9.13,152.8024,4.1,152.8024,30.560480000000002,122.24192000000001
Low Fat,FDF14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027212058,7.55,152.734,3.9,152.734,30.546800000000005,122.1872
Low Fat,FDB22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.111613921,8.02,152.6998,4.0,152.6998,30.539960000000004,122.15984
Low Fat,FDL15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046707264,17.85,152.6682,4.2,152.6682,30.533640000000005,122.13456000000001
reg,FDM15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057655493,11.8,152.6366,4.0,152.6366,30.52732,122.10927999999998
LF,FDR48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0,11.65,152.6024,2.8,152.6024,30.52048,122.08192
Low Fat,DRG23,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.086957199,8.88,152.5682,4.0,152.5682,30.51364,122.05456
Regular,FDK32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049051717,16.25,152.4682,4.4,152.4682,30.49364,121.97456
Low Fat,NCV05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.030269774,10.1,152.4656,4.0,152.4656,30.49312,121.97247999999999
Regular,FDM15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.057746382,11.8,152.4366,3.6,152.4366,30.48732,121.94928
Low Fat,FDS48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027774002,15.15,152.3708,3.0,152.3708,30.47416,121.89664
Low Fat,NCJ05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046159928,18.7,152.3682,4.0,152.3682,30.473640000000003,121.89456
Low Fat,FDF14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027164679,7.55,152.334,4.3,152.334,30.466800000000003,121.8672
Low Fat,DRF27,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028411899,8.93,152.334,3.0,152.334,30.466800000000003,121.8672
Low Fat,NCF31,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.051952573,9.13,152.3024,4.0,152.3024,30.460480000000004,121.84192
LF,FDR48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.131708682,11.65,152.3024,4.0,152.3024,30.460480000000004,121.84192
Low Fat,DRM59,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.003599378,5.88,152.2998,4.3,152.2998,30.459960000000002,121.83984000000001
Low Fat,DRG23,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.086781204,8.88,152.2682,4.0,152.2682,30.453640000000004,121.81456
Regular,FDE17,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.054565932,20.1,152.2366,5.0,152.2366,30.447320000000005,121.78928
Regular,FDE17,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0,20.1,152.2366,3.8,152.2366,30.447320000000005,121.78928
low fat,DRF27,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.028578012,8.93,152.234,4.2,152.234,30.446800000000003,121.78720000000001
Low Fat,DRF27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028461453,8.93,152.234,5.0,152.234,30.446800000000003,121.78720000000001
Regular,FDG14,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.050786366,9.0,152.2024,4.5,152.2024,30.440480000000004,121.76192
Low Fat,FDE46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015769693,18.6,152.1366,4.4,152.1366,30.427319999999998,121.70927999999999
Regular,FDE17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.054540159,20.1,152.1366,4.5,152.1366,30.427319999999998,121.70927999999999
Regular,FDU57,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.149895348,8.27,152.0708,4.1,152.0708,30.41416,121.65664
Low Fat,NCP05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025281802,19.6,152.0024,3.7,152.0024,30.40048,121.60191999999999
Low Fat,FDB22,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.186528819,8.02,151.9998,2.3,151.9998,30.39996,121.59984
Low Fat,NCP18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028714747,12.15,151.9708,4.2,151.9708,30.39416,121.57664
Low Fat,DRL60,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.027114238,8.52,151.9682,3.9,151.9682,30.39364,121.57455999999999
Low Fat,NCJ05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.04604992,18.7,151.9682,4.0,151.9682,30.39364,121.57455999999999
Low Fat,FDF14,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0273235,7.55,151.934,3.5,151.934,30.3868,121.5472
LF,DRF15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,18.35,151.934,3.5,151.934,30.3868,121.5472
Low Fat,NCT41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055979703,15.7,151.9024,4.1,151.9024,30.380480000000002,121.52192
Low Fat,DRJ37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.061101383,10.8,151.9024,4.0,151.9024,30.380480000000002,121.52192
Low Fat,DRE49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021293097,20.75,151.9024,3.6,151.9024,30.380480000000002,121.52192
Low Fat,FDR48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.131394793,11.65,151.9024,4.3,151.9024,30.380480000000002,121.52192
Low Fat,FDT28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.063925726,13.3,151.8708,2.5,151.8708,30.374160000000003,121.49664
Low Fat,FDU07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.059797172,11.1,151.8366,3.8,151.8366,30.367320000000003,121.46928
LF,FDT08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.04917754,13.65,151.805,4.2,151.805,30.361000000000004,121.444
Low Fat,NCP05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025286583,19.6,151.8024,3.9,151.8024,30.360480000000003,121.44192000000001
Low Fat,DRE49,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.035568147,20.75,151.8024,3.9,151.8024,30.360480000000003,121.44192000000001
Regular,FDP01,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,0.063684145,20.75,151.7682,3.5,151.7682,30.353640000000002,121.41456000000001
Low Fat,DRG23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.086708987,8.88,151.7682,4.0,151.7682,30.353640000000002,121.41456000000001
Low Fat,DRL60,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027101431,8.52,151.7682,4.6,151.7682,30.353640000000002,121.41456000000001
Low Fat,NCP06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.039467795,20.7,151.7366,4.4,151.7366,30.347320000000003,121.38928000000001
Regular,FDM24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.079312367,6.135,151.7366,4.0,151.7366,30.347320000000003,121.38928000000001
Regular,FDE17,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054445198,20.1,151.7366,3.9,151.7366,30.347320000000003,121.38928000000001
Low Fat,NCP05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.025429614,19.6,151.7024,3.6,151.7024,30.340480000000003,121.36192000000001
LF,NCQ05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,11.395,151.6708,3.5,151.6708,30.334160000000004,121.33664000000002
Low Fat,FDT28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.063664998,13.3,151.6708,4.0,151.6708,30.334160000000004,121.33664000000002
Low Fat,NCR50,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.011820087,20.2,151.634,3.6,151.634,30.3268,121.3072
Low Fat,DRL60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027054244,8.52,151.5682,4.5,151.5682,30.31364,121.25456
Low Fat,NCJ05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.046079558,18.7,151.5682,4.0,151.5682,30.31364,121.25456
Low Fat,FDT08,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.049496899,13.65,151.505,4.1,151.505,30.301000000000002,121.204
Low Fat,FDX16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06575528,17.85,151.505,4.0,151.505,30.301000000000002,121.204
Low Fat,NCP18,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.028760013,12.15,151.4708,4.5,151.4708,30.29416,121.17663999999999
Regular,FDR51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.173821519,9.035,151.4708,4.0,151.4708,30.29416,121.17663999999999
Low Fat,NCP06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.039245805,20.7,151.4366,4.0,151.4366,30.28732,121.14928
Regular,FDM15,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.057373797,11.8,151.4366,4.4,151.4366,30.28732,121.14928
Low Fat,DRF27,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028533032,8.93,151.434,4.3,151.434,30.2868,121.1472
Low Fat,NCF31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.051928034,9.13,151.4024,4.0,151.4024,30.28048,121.12192
Low Fat,FDT28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06356617,13.3,151.3708,4.4,151.3708,30.274160000000002,121.09664000000001
Low Fat,FDU07,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059835659,11.1,151.3366,4.0,151.3366,30.26732,121.06928
Regular,FDM24,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0,6.135,151.3366,3.4,151.3366,30.26732,121.06928
Regular,FDE17,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.054410179,20.1,151.3366,4.3,151.3366,30.26732,121.06928
Regular,FDT39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.009866049,6.26,151.1366,4.3,151.1366,30.22732,120.90928
reg,FDT39,Meat,2011,OUT010,Tier 3,Small,Grocery Store,0.016516867,6.26,151.1366,4.0,151.1366,30.22732,120.90928
Low Fat,FDR48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.131770922,11.65,151.1024,4.5,151.1024,30.22048,120.88192
Low Fat,DRE49,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.021232318,20.75,151.1024,4.0,151.1024,30.22048,120.88192
Regular,FDR51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.174450933,9.035,151.0708,4.5,151.0708,30.21416,120.85664
Low Fat,NCP18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028592842,12.15,151.0708,3.8,151.0708,30.21416,120.85664
Low Fat,FDT28,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.063695084,13.3,151.0708,4.0,151.0708,30.21416,120.85664
Low Fat,DRL60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027169589,8.52,151.0682,3.1,151.0682,30.213639999999998,120.85455999999999
Low Fat,NCA17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.045675104,20.6,150.9392,4.0,150.9392,30.18784,120.75136
Regular,FDE17,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.054763518,20.1,150.9366,3.1,150.9366,30.18732,120.74928
reg,FDG14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.05060313,9.0,150.9024,3.1,150.9024,30.180480000000003,120.72192
Low Fat,NCP05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025325897,19.6,150.9024,4.5,150.9024,30.180480000000003,120.72192
Low Fat,NCP05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.042324556,19.6,150.9024,4.0,150.9024,30.180480000000003,120.72192
reg,FDU57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.089554186,8.27,150.8708,4.1,150.8708,30.17416,120.69664
Low Fat,NCQ05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021649904,11.395,150.8708,3.2,150.8708,30.17416,120.69664
Low Fat,DRK11,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.010755465,8.21,150.8392,1.0,150.8392,30.16784,120.67136
Low Fat,FDO40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032678839,17.1,150.7392,4.1,150.7392,30.147840000000002,120.59136000000001
Regular,FDT39,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.009887927,6.26,150.7366,4.0,150.7366,30.147320000000004,120.58928
Low Fat,NCP06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039306822,20.7,150.7366,4.4,150.7366,30.147320000000004,120.58928
Regular,FDC52,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.008296692,11.15,150.6708,4.1,150.6708,30.134160000000005,120.53664
Low Fat,NCF31,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052058629,9.13,150.6024,3.3,150.6024,30.12048,120.48191999999999
LF,NCT41,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.055943697,15.7,150.6024,4.0,150.6024,30.12048,120.48191999999999
Regular,FDP01,Breakfast,2011,OUT010,Tier 3,Medium,Grocery Store,0.105994654,20.75,150.5682,5.0,150.5682,30.11364,120.45455999999999
low fat,DRK11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010808272,8.21,150.5392,4.0,150.5392,30.10784,120.43136
Low Fat,FDT08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04929502,13.65,150.505,3.8,150.505,30.101,120.404
Low Fat,FDR48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.132248069,11.65,150.5024,4.5,150.5024,30.10048,120.40191999999999
LF,DRE49,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021250002,20.75,150.5024,4.0,150.5024,30.10048,120.40191999999999
Low Fat,NCA05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02512588,20.75,150.4734,4.0,150.4734,30.09468,120.37872
Low Fat,FDV09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020568574,12.1,150.4734,4.3,150.4734,30.09468,120.37872
Low Fat,NCA05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025169703,20.75,150.4734,4.0,150.4734,30.09468,120.37872
Low Fat,NCP18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02859825,12.15,150.4708,4.2,150.4708,30.094160000000002,120.37664
Low Fat,FDS48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.027756137,15.15,150.4708,4.4,150.4708,30.094160000000002,120.37664
Regular,FDC52,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.00827301,11.15,150.4708,4.0,150.4708,30.094160000000002,120.37664
Regular,FDG21,Seafood,2016,OUT046,Tier 1,Small,Supermarket Type1,0.146299902,17.35,150.405,5.0,150.405,30.081000000000003,120.324
Low Fat,DRJ37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.061446997,10.8,150.4024,3.5,150.4024,30.08048,120.32192
Low Fat,FDQ33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.091348964,13.35,150.3708,4.0,150.3708,30.074160000000003,120.29664
Low Fat,NCT42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0249887,5.88,150.3392,4.3,150.3392,30.067840000000004,120.27136
Low Fat,NCP05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,19.6,150.3024,4.0,150.3024,30.060480000000002,120.24192000000001
Low Fat,FDB53,Frozen Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.140241213,13.35,150.2392,5.0,150.2392,30.047840000000004,120.19136
Low Fat,FDO40,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.054612768,17.1,150.2392,4.0,150.2392,30.047840000000004,120.19136
Regular,FDG21,Seafood,2015,OUT045,Tier 2,High,Supermarket Type1,0.0,17.35,150.205,4.0,150.205,30.041000000000004,120.16400000000002
Low Fat,FDX16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.110152524,17.85,150.205,4.0,150.205,30.041000000000004,120.16400000000002
Low Fat,NCF31,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.051804278,9.13,150.2024,3.0,150.2024,30.040480000000002,120.16192000000001
Low Fat,FDS48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027779254,15.15,150.1708,3.8,150.1708,30.034160000000004,120.13664000000001
Low Fat,NCQ05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021639678,11.395,150.1708,4.0,150.1708,30.034160000000004,120.13664000000001
Low Fat,NCQ05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.03616416,11.395,150.1708,3.8,150.1708,30.034160000000004,120.13664000000001
Low Fat,FDU07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.059846975,11.1,150.1366,4.0,150.1366,30.02732,120.10927999999998
LF,FDQ14,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.061775607,9.27,150.105,4.0,150.105,30.021,120.08399999999999
Low Fat,FDK38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053506996,6.65,150.0734,4.3,150.0734,30.01468,120.05872
Low Fat,NCA05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025130632,20.75,150.0734,4.2,150.0734,30.01468,120.05872
Low Fat,FDS55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.081328781,7.02,150.0734,4.6,150.0734,30.01468,120.05872
Low Fat,FDT08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049209192,13.65,150.005,4.3,150.005,30.001,120.00399999999999
Low Fat,FDV24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.103481775,5.635,150.005,4.1,150.005,30.001,120.00399999999999
Regular,FDC52,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.008326735,11.15,149.9708,4.0,149.9708,29.99416,119.97664
Low Fat,FDT28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.063513272,13.3,149.9708,4.4,149.9708,29.99416,119.97664
